1
77.0 0.0
C_s1    2.875    6.458    6.458
C_s1    1.390    6.458    6.458
C_s1    0.695    7.308    5.608
H_s1    1.157    7.876    5.040
Zn_s1   18.253    5.337    5.337
O_s1   18.550    3.461    5.634
C_s1   19.374    2.875    6.458
C_s1   19.374    1.390    6.458
C_s1   18.524    0.695    5.608
H_s1   17.956    1.157    5.040
Zn_s1   20.495   18.253    5.337
O_s1   22.371   18.550    5.634
C_s1   22.957   19.374    6.458
C_s1   24.442   19.374    6.458
C_s1   25.137   18.524    5.608
H_s1   24.675   17.956    5.040
Zn_s1    7.579   20.495    5.337
O_s1    7.282   22.371    5.634
C_s1    6.458   22.957    6.458
C_s1    6.458   24.442    6.458
C_s1    7.308   25.137    5.608
H_s1    7.876   24.675    5.040
Zn_s1    5.337   18.253   20.495
O_s1    3.461   18.550   20.198
C_s1    2.875   19.374   19.374
C_s1    1.390   19.374   19.374
C_s1    0.695   18.524   20.224
H_s1    1.157   17.956   20.792
Zn_s1    7.579    5.337   20.495
O_s1    7.282    3.461   20.198
C_s1    6.458    2.875   19.374
C_s1    6.458    1.390   19.374
C_s1    7.308    0.695   20.224
H_s1    7.876    1.157   20.792
Zn_s1   20.495    7.579   20.495
O_s1   22.371    7.282   20.198
C_s1   22.957    6.458   19.374
C_s1   24.442    6.458   19.374
C_s1   25.137    7.308   20.224
H_s1   24.675    7.876   20.792
Zn_s1   18.253   20.495   20.495
O_s1   18.550   22.371   20.198
C_s1   19.374   22.957   19.374
C_s1   19.374   24.442   19.374
C_s1   18.524   25.137   20.224
H_s1   17.956   24.675   20.792
Zn_s1    5.337    5.337    7.579
O_s1    5.634    3.461    7.282
C_s1    6.458    2.875    6.458
C_s1    6.458    1.390    6.458
C_s1    5.608    0.695    7.308
H_s1    5.040    1.157    7.876
Zn_s1    5.337   20.495   18.253
O_s1    5.634   22.371   18.550
C_s1    6.458   22.957   19.374
C_s1    6.458   24.442   19.374
C_s1    5.608   25.137   18.524
H_s1    5.040   24.675   17.956
Zn_s1    5.337    5.337   18.253
O_s1    3.461    5.634   18.550
C_s1    2.875    6.458   19.374
C_s1    1.390    6.458   19.374
C_s1    0.695    5.608   18.524
H_s1    1.157    5.040   17.956
Zn_s1   20.495    5.337   18.253
O_s1   20.198    3.461   18.550
C_s1   19.374    2.875   19.374
C_s1   19.374    1.390   19.374
C_s1   20.224    0.695   18.524
H_s1   20.792    1.157   17.956
Zn_s1   20.495   20.495   18.253
O_s1   22.371   20.198   18.550
C_s1   22.957   19.374   19.374
C_s1   24.442   19.374   19.374
C_s1   25.137   20.224   18.524
H_s1   24.675   20.792   17.956
Zn_s1   20.495   20.495    7.579
O_s1   20.198   22.371    7.282
C_s1   19.374   22.957    6.458
C_s1   19.374   24.442    6.458
C_s1   20.224   25.137    7.308
H_s1   20.792   24.675    7.876
Zn_s1    5.337   20.495    7.579
O_s1    3.461   20.198    7.282
C_s1    2.875   19.374    6.458
C_s1    1.390   19.374    6.458
C_s1    0.695   20.224    7.308
H_s1    1.157   20.792    7.876
Zn_s1   20.495    5.337    7.579
O_s1   22.371    5.634    7.282
C_s1   22.957    6.458    6.458
C_s1   24.442    6.458    6.458
C_s1   25.137    5.608    7.308
H_s1   24.675    5.040    7.876
O_s1   18.550   20.198   22.371
C_s1   18.524   20.224   25.137
H_s1   17.956   20.792   24.675
O_s1    5.634   18.550   22.371
C_s1    5.608   18.524   25.137
H_s1    5.040   17.956   24.675
O_s1    7.282    5.634   22.371
C_s1    7.308    5.608   25.137
H_s1    7.876    5.040   24.675
O_s1   20.198    7.282   22.371
C_s1   20.224    7.308   25.137
H_s1   20.792    7.876   24.675
O_s1   18.550    5.634    3.461
C_s1   18.524    5.608    0.695
H_s1   17.956    5.040    1.157
O_s1   20.198   18.550    3.461
C_s1   20.224   18.524    0.695
H_s1   20.792   17.956    1.157
O_s1    7.282   20.198    3.461
C_s1    7.308   20.224    0.695
H_s1    7.876   20.792    1.157
O_s1    5.634    7.282    3.461
C_s1    5.608    7.308    0.695
H_s1    5.040    7.876    1.157
O_s1   22.371   18.550   20.198
C_s1   25.137   18.524   20.224
H_s1   24.675   17.956   20.792
O_s1    7.282   22.371   20.198
C_s1    7.308   25.137   20.224
H_s1    7.876   24.675   20.792
O_s1    3.461    7.282   20.198
C_s1    0.695    7.308   20.224
H_s1    1.157    7.876   20.792
O_s1   18.550    3.461   20.198
C_s1   18.524    0.695   20.224
H_s1   17.956    1.157   20.792
O_s1   22.371    7.282    5.634
C_s1   25.137    7.308    5.608
H_s1   24.675    7.876    5.040
O_s1   18.550   22.371    5.634
C_s1   18.524   25.137    5.608
H_s1   17.956   24.675    5.040
O_s1    3.461   18.550    5.634
C_s1    0.695   18.524    5.608
H_s1    1.157   17.956    5.040
O_s1    7.282    3.461    5.634
C_s1    7.308    0.695    5.608
H_s1    7.876    1.157    5.040
O_s1   20.198   22.371   18.550
C_s1   20.224   25.137   18.524
H_s1   20.792   24.675   17.956
O_s1   20.198    3.461    7.282
C_s1   20.224    0.695    7.308
H_s1   20.792    1.157    7.876
O_s1   22.371   20.198    7.282
C_s1   25.137   20.224    7.308
H_s1   24.675   20.792    7.876
O_s1    5.634   22.371    7.282
C_s1    5.608   25.137    7.308
H_s1    5.040   24.675    7.876
O_s1    3.461    5.634    7.282
C_s1    0.695    5.608    7.308
H_s1    1.157    5.040    7.876
O_s1    5.634    3.461   18.550
C_s1    5.608    0.695   18.524
H_s1    5.040    1.157   17.956
O_s1   22.371    5.634   18.550
C_s1   25.137    5.608   18.524
H_s1   24.675    5.040   17.956
O_s1    3.461   20.198   18.550
C_s1    0.695   20.224   18.524
H_s1    1.157   20.792   17.956
Zn_s1    7.579   18.253   18.253
O_s1    7.282   18.550   16.377
C_s1    6.458   19.374   15.791
C_s1    6.458   19.374   14.306
C_s1    7.308   18.524   13.611
H_s1    7.876   17.956   14.073
O_s1   20.198   20.198   16.377
C_s1   19.374   19.374   15.791
C_s1   19.374   19.374   14.306
C_s1   20.224   20.224   13.611
H_s1   20.792   20.792   14.073
Zn_s1   18.253    7.579   18.253
O_s1   18.550    7.282   16.377
C_s1   19.374    6.458   15.791
C_s1   19.374    6.458   14.306
C_s1   18.524    7.308   13.611
H_s1   17.956    7.876   14.073
O_s1    5.634    5.634   16.377
C_s1    6.458    6.458   15.791
C_s1    6.458    6.458   14.306
C_s1    5.608    5.608   13.611
H_s1    5.040    5.040   14.073
Zn_s1    7.579    7.579    7.579
O_s1    7.282    7.282    9.455
C_s1    6.458    6.458   10.041
C_s1    6.458    6.458   11.526
C_s1    7.308    7.308   12.221
H_s1    7.876    7.876   11.759
O_s1    5.634   20.198    9.455
C_s1    6.458   19.374   10.041
C_s1    6.458   19.374   11.526
C_s1    5.608   20.224   12.221
H_s1    5.040   20.792   11.759
Zn_s1   18.253   18.253    7.579
O_s1   18.550   18.550    9.455
C_s1   19.374   19.374   10.041
C_s1   19.374   19.374   11.526
C_s1   18.524   18.524   12.221
H_s1   17.956   17.956   11.759
O_s1   20.198    5.634    9.455
C_s1   19.374    6.458   10.041
C_s1   19.374    6.458   11.526
C_s1   20.224    5.608   12.221
H_s1   20.792    5.040   11.759
Zn_s1   18.253   18.253   18.253
O_s1   18.550   16.377   18.550
C_s1   19.374   15.791   19.374
C_s1   19.374   14.306   19.374
C_s1   18.524   13.611   18.524
H_s1   17.956   14.073   17.956
Zn_s1    7.579    7.579   18.253
O_s1    7.282    9.455   18.550
C_s1    6.458   10.041   19.374
C_s1    6.458   11.526   19.374
C_s1    7.308   12.221   18.524
H_s1    7.876   11.759   17.956
Zn_s1    7.579   18.253    7.579
O_s1    7.282   16.377    7.282
C_s1    6.458   15.791    6.458
C_s1    6.458   14.306    6.458
C_s1    7.308   13.611    7.308
H_s1    7.876   14.073    7.876
Zn_s1   18.253    7.579    7.579
O_s1   18.550    9.455    7.282
C_s1   19.374   10.041    6.458
C_s1   19.374   11.526    6.458
C_s1   18.524   12.221    7.308
H_s1   17.956   11.759    7.876
O_s1    5.634   16.377   20.198
C_s1    6.458   15.791   19.374
C_s1    6.458   14.306   19.374
C_s1    5.608   13.611   20.224
H_s1    5.040   14.073   20.792
O_s1    5.634    9.455    5.634
C_s1    6.458   10.041    6.458
C_s1    6.458   11.526    6.458
C_s1    5.608   12.221    5.608
H_s1    5.040   11.759    5.040
O_s1   20.198   16.377    5.634
C_s1   19.374   15.791    6.458
C_s1   19.374   14.306    6.458
C_s1   20.224   13.611    5.608
H_s1   20.792   14.073    5.040
O_s1   20.198    9.455   20.198
C_s1   19.374   10.041   19.374
C_s1   19.374   11.526   19.374
C_s1   20.224   12.221   20.224
H_s1   20.792   11.759   20.792
O_s1   18.550    7.282    9.455
C_s1   18.524    7.308   12.221
H_s1   17.956    7.876   11.759
O_s1    5.634    5.634    9.455
C_s1    5.608    5.608   12.221
H_s1    5.040    5.040   11.759
O_s1    7.282   18.550    9.455
C_s1    7.308   18.524   12.221
H_s1    7.876   17.956   11.759
O_s1   20.198   20.198    9.455
C_s1   20.224   20.224   12.221
H_s1   20.792   20.792   11.759
O_s1   18.550   18.550   16.377
C_s1   18.524   18.524   13.611
H_s1   17.956   17.956   14.073
O_s1   20.198    5.634   16.377
C_s1   20.224    5.608   13.611
H_s1   20.792    5.040   14.073
O_s1    7.282    7.282   16.377
C_s1    7.308    7.308   13.611
H_s1    7.876    7.876   14.073
O_s1    5.634   20.198   16.377
C_s1    5.608   20.224   13.611
H_s1    5.040   20.792   14.073
O_s1    7.282    9.455    7.282
C_s1    7.308   12.221    7.308
H_s1    7.876   11.759    7.876
O_s1   18.550   16.377    7.282
C_s1   18.524   13.611    7.308
H_s1   17.956   14.073    7.876
O_s1   18.550    9.455   18.550
C_s1   18.524   12.221   18.524
H_s1   17.956   11.759   17.956
O_s1    7.282   16.377   18.550
C_s1    7.308   13.611   18.524
H_s1    7.876   14.073   17.956
O_s1   20.198    9.455    5.634
C_s1   20.224   12.221    5.608
H_s1   20.792   11.759    5.040
O_s1   20.198   16.377   20.198
C_s1   20.224   13.611   20.224
H_s1   20.792   14.073   20.792
O_s1    5.634    9.455   20.198
C_s1    5.608   12.221   20.224
H_s1    5.040   11.759   20.792
O_s1    5.634   16.377    5.634
C_s1    5.608   13.611    5.608
H_s1    5.040   14.073    5.040
O_s1   16.377    7.282   18.550
C_s1   15.791    6.458   19.374
C_s1   14.306    6.458   19.374
C_s1   13.611    7.308   18.524
H_s1   14.073    7.876   17.956
O_s1    9.455   18.550   18.550
C_s1   10.041   19.374   19.374
C_s1   11.526   19.374   19.374
C_s1   12.221   18.524   18.524
H_s1   11.759   17.956   17.956
O_s1   16.377   18.550    7.282
C_s1   15.791   19.374    6.458
C_s1   14.306   19.374    6.458
C_s1   13.611   18.524    7.308
H_s1   14.073   17.956    7.876
O_s1    9.455    7.282    7.282
C_s1   10.041    6.458    6.458
C_s1   11.526    6.458    6.458
C_s1   12.221    7.308    7.308
H_s1   11.759    7.876    7.876
O_s1   16.377    5.634    5.634
C_s1   15.791    6.458    6.458
C_s1   14.306    6.458    6.458
C_s1   13.611    5.608    5.608
H_s1   14.073    5.040    5.040
O_s1    9.455   20.198    5.634
C_s1   10.041   19.374    6.458
C_s1   11.526   19.374    6.458
C_s1   12.221   20.224    5.608
H_s1   11.759   20.792    5.040
O_s1   16.377   20.198   20.198
C_s1   15.791   19.374   19.374
C_s1   14.306   19.374   19.374
C_s1   13.611   20.224   20.224
H_s1   14.073   20.792   20.792
O_s1    9.455    5.634   20.198
C_s1   10.041    6.458   19.374
C_s1   11.526    6.458   19.374
C_s1   12.221    5.608   20.224
H_s1   11.759    5.040   20.792
O_s1    9.455   18.550    7.282
C_s1   12.221   18.524    7.308
H_s1   11.759   17.956    7.876
O_s1   16.377    7.282    7.282
C_s1   13.611    7.308    7.308
H_s1   14.073    7.876    7.876
O_s1    9.455    7.282   18.550
C_s1   12.221    7.308   18.524
H_s1   11.759    7.876   17.956
O_s1   16.377   18.550   18.550
C_s1   13.611   18.524   18.524
H_s1   14.073   17.956   17.956
O_s1    9.455   20.198   20.198
C_s1   12.221   20.224   20.224
H_s1   11.759   20.792   20.792
O_s1   16.377    5.634   20.198
C_s1   13.611    5.608   20.224
H_s1   14.073    5.040   20.792
O_s1    9.455    5.634    5.634
C_s1   12.221    5.608    5.608
H_s1   11.759    5.040    5.040
O_s1   16.377   20.198    5.634
C_s1   13.611   20.224    5.608
H_s1   14.073   20.792    5.040
Zn_s1    7.579    5.337   31.169
O_s1    6.458    6.458   32.290
O_s1    7.282    5.634   29.293
C_s1    6.458    6.458   28.707
C_s1    6.458    6.458   27.222
C_s1    7.308    5.608   26.527
H_s1    7.876    5.040   26.989
Zn_s1   20.495    7.579   31.169
O_s1   19.374    6.458   32.290
O_s1   20.198    7.282   29.293
C_s1   19.374    6.458   28.707
C_s1   19.374    6.458   27.222
C_s1   20.224    7.308   26.527
H_s1   20.792    7.876   26.989
Zn_s1   18.253   20.495   31.169
O_s1   19.374   19.374   32.290
O_s1   18.550   20.198   29.293
C_s1   19.374   19.374   28.707
C_s1   19.374   19.374   27.222
C_s1   18.524   20.224   26.527
H_s1   17.956   20.792   26.989
Zn_s1    5.337   18.253   31.169
O_s1    6.458   19.374   32.290
O_s1    5.634   18.550   29.293
C_s1    6.458   19.374   28.707
C_s1    6.458   19.374   27.222
C_s1    5.608   18.524   26.527
H_s1    5.040   17.956   26.989
Zn_s1    7.579   20.495   46.327
O_s1    6.458   19.374   45.206
O_s1    7.282   20.198   48.203
C_s1    6.458   19.374   48.789
C_s1    6.458   19.374   50.274
C_s1    7.308   20.224   50.969
H_s1    7.876   20.792   50.507
Zn_s1    5.337    7.579   46.327
O_s1    6.458    6.458   45.206
O_s1    5.634    7.282   48.203
C_s1    6.458    6.458   48.789
C_s1    6.458    6.458   50.274
C_s1    5.608    7.308   50.969
H_s1    5.040    7.876   50.507
Zn_s1   18.253    5.337   46.327
O_s1   19.374    6.458   45.206
O_s1   18.550    5.634   48.203
C_s1   19.374    6.458   48.789
C_s1   19.374    6.458   50.274
C_s1   18.524    5.608   50.969
H_s1   17.956    5.040   50.507
Zn_s1   20.495   18.253   46.327
O_s1   19.374   19.374   45.206
O_s1   20.198   18.550   48.203
C_s1   19.374   19.374   48.789
C_s1   19.374   19.374   50.274
C_s1   20.224   18.524   50.969
H_s1   20.792   17.956   50.507
Zn_s1    5.337    7.579   31.169
O_s1    3.461    7.282   31.466
C_s1    2.875    6.458   32.290
C_s1    1.390    6.458   32.290
C_s1    0.695    7.308   31.440
H_s1    1.157    7.876   30.872
Zn_s1   18.253    5.337   31.169
O_s1   18.550    3.461   31.466
C_s1   19.374    2.875   32.290
C_s1   19.374    1.390   32.290
C_s1   18.524    0.695   31.440
H_s1   17.956    1.157   30.872
Zn_s1   20.495   18.253   31.169
O_s1   22.371   18.550   31.466
C_s1   22.957   19.374   32.290
C_s1   24.442   19.374   32.290
C_s1   25.137   18.524   31.440
H_s1   24.675   17.956   30.872
Zn_s1    7.579   20.495   31.169
O_s1    7.282   22.371   31.466
C_s1    6.458   22.957   32.290
C_s1    6.458   24.442   32.290
C_s1    7.308   25.137   31.440
H_s1    7.876   24.675   30.872
Zn_s1    5.337   18.253   46.327
O_s1    3.461   18.550   46.030
C_s1    2.875   19.374   45.206
C_s1    1.390   19.374   45.206
C_s1    0.695   18.524   46.056
H_s1    1.157   17.956   46.624
Zn_s1    7.579    5.337   46.327
O_s1    7.282    3.461   46.030
C_s1    6.458    2.875   45.206
C_s1    6.458    1.390   45.206
C_s1    7.308    0.695   46.056
H_s1    7.876    1.157   46.624
Zn_s1   20.495    7.579   46.327
O_s1   22.371    7.282   46.030
C_s1   22.957    6.458   45.206
C_s1   24.442    6.458   45.206
C_s1   25.137    7.308   46.056
H_s1   24.675    7.876   46.624
Zn_s1   18.253   20.495   46.327
O_s1   18.550   22.371   46.030
C_s1   19.374   22.957   45.206
C_s1   19.374   24.442   45.206
C_s1   18.524   25.137   46.056
H_s1   17.956   24.675   46.624
Zn_s1    5.337    5.337   33.411
O_s1    5.634    3.461   33.114
C_s1    6.458    2.875   32.290
C_s1    6.458    1.390   32.290
C_s1    5.608    0.695   33.140
H_s1    5.040    1.157   33.708
Zn_s1    5.337   20.495   44.085
O_s1    5.634   22.371   44.382
C_s1    6.458   22.957   45.206
C_s1    6.458   24.442   45.206
C_s1    5.608   25.137   44.356
H_s1    5.040   24.675   43.788
Zn_s1    5.337    5.337   44.085
O_s1    3.461    5.634   44.382
C_s1    2.875    6.458   45.206
C_s1    1.390    6.458   45.206
C_s1    0.695    5.608   44.356
H_s1    1.157    5.040   43.788
Zn_s1   20.495    5.337   44.085
O_s1   20.198    3.461   44.382
C_s1   19.374    2.875   45.206
C_s1   19.374    1.390   45.206
C_s1   20.224    0.695   44.356
H_s1   20.792    1.157   43.788
Zn_s1   20.495   20.495   44.085
O_s1   22.371   20.198   44.382
C_s1   22.957   19.374   45.206
C_s1   24.442   19.374   45.206
C_s1   25.137   20.224   44.356
H_s1   24.675   20.792   43.788
Zn_s1   20.495   20.495   33.411
O_s1   20.198   22.371   33.114
C_s1   19.374   22.957   32.290
C_s1   19.374   24.442   32.290
C_s1   20.224   25.137   33.140
H_s1   20.792   24.675   33.708
Zn_s1    5.337   20.495   33.411
O_s1    3.461   20.198   33.114
C_s1    2.875   19.374   32.290
C_s1    1.390   19.374   32.290
C_s1    0.695   20.224   33.140
H_s1    1.157   20.792   33.708
Zn_s1   20.495    5.337   33.411
O_s1   22.371    5.634   33.114
C_s1   22.957    6.458   32.290
C_s1   24.442    6.458   32.290
C_s1   25.137    5.608   33.140
H_s1   24.675    5.040   33.708
O_s1   18.550   20.198   48.203
C_s1   18.524   20.224   50.969
H_s1   17.956   20.792   50.507
O_s1    5.634   18.550   48.203
C_s1    5.608   18.524   50.969
H_s1    5.040   17.956   50.507
O_s1    7.282    5.634   48.203
C_s1    7.308    5.608   50.969
H_s1    7.876    5.040   50.507
O_s1   20.198    7.282   48.203
C_s1   20.224    7.308   50.969
H_s1   20.792    7.876   50.507
O_s1   18.550    5.634   29.293
C_s1   18.524    5.608   26.527
H_s1   17.956    5.040   26.989
O_s1   20.198   18.550   29.293
C_s1   20.224   18.524   26.527
H_s1   20.792   17.956   26.989
O_s1    7.282   20.198   29.293
C_s1    7.308   20.224   26.527
H_s1    7.876   20.792   26.989
O_s1    5.634    7.282   29.293
C_s1    5.608    7.308   26.527
H_s1    5.040    7.876   26.989
O_s1   22.371   18.550   46.030
C_s1   25.137   18.524   46.056
H_s1   24.675   17.956   46.624
O_s1    7.282   22.371   46.030
C_s1    7.308   25.137   46.056
H_s1    7.876   24.675   46.624
O_s1    3.461    7.282   46.030
C_s1    0.695    7.308   46.056
H_s1    1.157    7.876   46.624
O_s1   18.550    3.461   46.030
C_s1   18.524    0.695   46.056
H_s1   17.956    1.157   46.624
O_s1   22.371    7.282   31.466
C_s1   25.137    7.308   31.440
H_s1   24.675    7.876   30.872
O_s1   18.550   22.371   31.466
C_s1   18.524   25.137   31.440
H_s1   17.956   24.675   30.872
O_s1    3.461   18.550   31.466
C_s1    0.695   18.524   31.440
H_s1    1.157   17.956   30.872
O_s1    7.282    3.461   31.466
C_s1    7.308    0.695   31.440
H_s1    7.876    1.157   30.872
O_s1   20.198   22.371   44.382
C_s1   20.224   25.137   44.356
H_s1   20.792   24.675   43.788
O_s1   20.198    3.461   33.114
C_s1   20.224    0.695   33.140
H_s1   20.792    1.157   33.708
O_s1   22.371   20.198   33.114
C_s1   25.137   20.224   33.140
H_s1   24.675   20.792   33.708
O_s1    5.634   22.371   33.114
C_s1    5.608   25.137   33.140
H_s1    5.040   24.675   33.708
O_s1    3.461    5.634   33.114
C_s1    0.695    5.608   33.140
H_s1    1.157    5.040   33.708
O_s1    5.634    3.461   44.382
C_s1    5.608    0.695   44.356
H_s1    5.040    1.157   43.788
O_s1   22.371    5.634   44.382
C_s1   25.137    5.608   44.356
H_s1   24.675    5.040   43.788
O_s1    3.461   20.198   44.382
C_s1    0.695   20.224   44.356
H_s1    1.157   20.792   43.788
Zn_s1    7.579   18.253   44.085
O_s1    7.282   18.550   42.209
C_s1    6.458   19.374   41.623
C_s1    6.458   19.374   40.138
C_s1    7.308   18.524   39.443
H_s1    7.876   17.956   39.905
O_s1   20.198   20.198   42.209
C_s1   19.374   19.374   41.623
C_s1   19.374   19.374   40.138
C_s1   20.224   20.224   39.443
H_s1   20.792   20.792   39.905
Zn_s1   18.253    7.579   44.085
O_s1   18.550    7.282   42.209
C_s1   19.374    6.458   41.623
C_s1   19.374    6.458   40.138
C_s1   18.524    7.308   39.443
H_s1   17.956    7.876   39.905
O_s1    5.634    5.634   42.209
C_s1    6.458    6.458   41.623
C_s1    6.458    6.458   40.138
C_s1    5.608    5.608   39.443
H_s1    5.040    5.040   39.905
Zn_s1    7.579    7.579   33.411
O_s1    7.282    7.282   35.287
C_s1    6.458    6.458   35.873
C_s1    6.458    6.458   37.358
C_s1    7.308    7.308   38.053
H_s1    7.876    7.876   37.591
O_s1    5.634   20.198   35.287
C_s1    6.458   19.374   35.873
C_s1    6.458   19.374   37.358
C_s1    5.608   20.224   38.053
H_s1    5.040   20.792   37.591
Zn_s1   18.253   18.253   33.411
O_s1   18.550   18.550   35.287
C_s1   19.374   19.374   35.873
C_s1   19.374   19.374   37.358
C_s1   18.524   18.524   38.053
H_s1   17.956   17.956   37.591
O_s1   20.198    5.634   35.287
C_s1   19.374    6.458   35.873
C_s1   19.374    6.458   37.358
C_s1   20.224    5.608   38.053
H_s1   20.792    5.040   37.591
Zn_s1   18.253   18.253   44.085
O_s1   18.550   16.377   44.382
C_s1   19.374   15.791   45.206
C_s1   19.374   14.306   45.206
C_s1   18.524   13.611   44.356
H_s1   17.956   14.073   43.788
Zn_s1    7.579    7.579   44.085
O_s1    7.282    9.455   44.382
C_s1    6.458   10.041   45.206
C_s1    6.458   11.526   45.206
C_s1    7.308   12.221   44.356
H_s1    7.876   11.759   43.788
Zn_s1    7.579   18.253   33.411
O_s1    7.282   16.377   33.114
C_s1    6.458   15.791   32.290
C_s1    6.458   14.306   32.290
C_s1    7.308   13.611   33.140
H_s1    7.876   14.073   33.708
Zn_s1   18.253    7.579   33.411
O_s1   18.550    9.455   33.114
C_s1   19.374   10.041   32.290
C_s1   19.374   11.526   32.290
C_s1   18.524   12.221   33.140
H_s1   17.956   11.759   33.708
O_s1    5.634   16.377   46.030
C_s1    6.458   15.791   45.206
C_s1    6.458   14.306   45.206
C_s1    5.608   13.611   46.056
H_s1    5.040   14.073   46.624
O_s1    5.634    9.455   31.466
C_s1    6.458   10.041   32.290
C_s1    6.458   11.526   32.290
C_s1    5.608   12.221   31.440
H_s1    5.040   11.759   30.872
O_s1   20.198   16.377   31.466
C_s1   19.374   15.791   32.290
C_s1   19.374   14.306   32.290
C_s1   20.224   13.611   31.440
H_s1   20.792   14.073   30.872
O_s1   20.198    9.455   46.030
C_s1   19.374   10.041   45.206
C_s1   19.374   11.526   45.206
C_s1   20.224   12.221   46.056
H_s1   20.792   11.759   46.624
O_s1   18.550    7.282   35.287
C_s1   18.524    7.308   38.053
H_s1   17.956    7.876   37.591
O_s1    5.634    5.634   35.287
C_s1    5.608    5.608   38.053
H_s1    5.040    5.040   37.591
O_s1    7.282   18.550   35.287
C_s1    7.308   18.524   38.053
H_s1    7.876   17.956   37.591
O_s1   20.198   20.198   35.287
C_s1   20.224   20.224   38.053
H_s1   20.792   20.792   37.591
O_s1   18.550   18.550   42.209
C_s1   18.524   18.524   39.443
H_s1   17.956   17.956   39.905
O_s1   20.198    5.634   42.209
C_s1   20.224    5.608   39.443
H_s1   20.792    5.040   39.905
O_s1    7.282    7.282   42.209
C_s1    7.308    7.308   39.443
H_s1    7.876    7.876   39.905
O_s1    5.634   20.198   42.209
C_s1    5.608   20.224   39.443
H_s1    5.040   20.792   39.905
O_s1    7.282    9.455   33.114
C_s1    7.308   12.221   33.140
H_s1    7.876   11.759   33.708
O_s1   18.550   16.377   33.114
C_s1   18.524   13.611   33.140
H_s1   17.956   14.073   33.708
O_s1   18.550    9.455   44.382
C_s1   18.524   12.221   44.356
H_s1   17.956   11.759   43.788
O_s1    7.282   16.377   44.382
C_s1    7.308   13.611   44.356
H_s1    7.876   14.073   43.788
O_s1   20.198    9.455   31.466
C_s1   20.224   12.221   31.440
H_s1   20.792   11.759   30.872
O_s1   20.198   16.377   46.030
C_s1   20.224   13.611   46.056
H_s1   20.792   14.073   46.624
O_s1    5.634    9.455   46.030
C_s1    5.608   12.221   46.056
H_s1    5.040   11.759   46.624
O_s1    5.634   16.377   31.466
C_s1    5.608   13.611   31.440
H_s1    5.040   14.073   30.872
O_s1   16.377    7.282   44.382
C_s1   15.791    6.458   45.206
C_s1   14.306    6.458   45.206
C_s1   13.611    7.308   44.356
H_s1   14.073    7.876   43.788
O_s1    9.455   18.550   44.382
C_s1   10.041   19.374   45.206
C_s1   11.526   19.374   45.206
C_s1   12.221   18.524   44.356
H_s1   11.759   17.956   43.788
O_s1   16.377   18.550   33.114
C_s1   15.791   19.374   32.290
C_s1   14.306   19.374   32.290
C_s1   13.611   18.524   33.140
H_s1   14.073   17.956   33.708
O_s1    9.455    7.282   33.114
C_s1   10.041    6.458   32.290
C_s1   11.526    6.458   32.290
C_s1   12.221    7.308   33.140
H_s1   11.759    7.876   33.708
O_s1   16.377    5.634   31.466
C_s1   15.791    6.458   32.290
C_s1   14.306    6.458   32.290
C_s1   13.611    5.608   31.440
H_s1   14.073    5.040   30.872
O_s1    9.455   20.198   31.466
C_s1   10.041   19.374   32.290
C_s1   11.526   19.374   32.290
C_s1   12.221   20.224   31.440
H_s1   11.759   20.792   30.872
